loan_id,event_date,action_type,promised_to_pay_date
102481,2025-12-27,Email,2025-12-28
102482,2022-04-22,Agent,2022-04-23
102482,2022-12-30,Agent,2022-12-22
102482,2023-03-25,Email,2023-04-15
102482,2025-05-25,SMS,2025-05-30
102483,2024-01-16,Hardship,2024-02-14
102484,2026-01-23,Call,2026-02-10
102485,2025-04-26,Call,2025-05-02
102485,2025-08-18,Email,2025-08-09
102486,2025-05-16,Hardship,2025-05-03
102489,2023-10-01,Agent,2023-09-27
102489,2026-01-01,Hardship,2026-01-10
102490,2025-02-22,Call,2025-03-03
102491,2025-07-09,Agent,2025-07-12
102494,2025-02-13,Call,2025-02-27
102499,2025-04-17,Email,2025-04-09
102500,2025-10-07,Agent,2025-10-14
102501,2024-03-27,SMS,2024-03-28
102501,2024-06-30,Hardship,2024-06-17
102504,2023-03-09,SMS,2023-04-02
102505,2024-02-06,Agent,2024-02-23
102505,2024-05-07,SMS,2024-05-04
102505,2024-07-07,Hardship,2024-07-15
102505,2024-10-21,Agent,2024-10-31
102505,2025-02-27,Call,2025-03-26
102505,2025-08-29,Email,2025-09-15
102505,2025-09-30,SMS,2025-10-19
102508,2025-08-30,SMS,2025-09-13
102510,2024-11-30,SMS,2024-11-28
102510,2025-02-08,Agent,2025-02-19
102510,2025-12-21,SMS,2026-01-13
102515,2025-02-20,SMS,2025-03-16
102515,2025-04-30,Call,2025-05-01
102515,2025-06-24,SMS,2025-07-03
102517,2025-05-07,Agent,2025-05-19
102518,2024-12-16,Agent,2024-12-27
102522,2024-08-30,Hardship,2024-09-01
102524,2024-06-15,Agent,2024-06-30
102524,2024-09-09,Agent,2024-09-30
102525,2025-03-15,Call,2025-03-15
102525,2025-09-04,SMS,2025-09-04
102527,2023-01-27,Agent,2023-02-15
102531,2023-12-22,SMS,2024-01-13
102532,2025-10-20,Call,2025-11-13
102533,2025-05-03,SMS,2025-05-18
102534,2025-12-14,Hardship,2025-12-29
102535,2025-04-25,Call,2025-05-05
102536,2023-11-29,Email,2023-12-29
102544,2025-05-18,Email,2025-06-02
102545,2023-11-04,SMS,2023-11-01
102545,2025-10-09,Call,2025-10-19
102547,2022-09-06,Hardship,2022-09-12
102547,2023-10-02,Agent,2023-10-05
102547,2024-03-21,SMS,2024-04-17
102550,2023-12-23,Hardship,2023-12-14
102552,2023-02-03,Call,2023-02-09
102552,2023-12-28,Agent,2024-01-20
102552,2024-06-22,SMS,2024-07-03
102554,2025-03-03,SMS,2025-03-10
102554,2025-03-28,Call,2025-03-20
102555,2024-05-13,Call,2024-05-26
102555,2024-10-07,Call,2024-10-26
102556,2022-11-01,Hardship,2022-12-07
102556,2023-07-16,SMS,2023-08-07
102559,2025-02-28,Call,2025-03-03
102560,2024-12-19,SMS,2024-12-13
102560,2025-06-20,Hardship,2025-06-27
102560,2025-11-11,Call,2025-11-18
102562,2022-06-02,Email,2022-07-01
102562,2023-06-01,Hardship,2023-07-04
102564,2024-07-06,Agent,2024-06-29
102567,2025-03-01,SMS,2025-03-07
102569,2024-08-22,Agent,2024-08-29
102569,2025-07-26,Call,2025-07-26
102572,2024-02-03,Agent,2024-01-31
102573,2023-04-30,Agent,2023-05-19
102577,2025-11-03,Call,2025-11-10
102579,2023-03-01,Email,2023-04-01
102580,2024-01-06,SMS,2023-12-24
102581,2024-04-09,Email,2024-04-09
102585,2025-05-12,Hardship,2025-05-07
102587,2023-03-14,Agent,2023-04-08
102590,2025-03-14,Agent,2025-03-09
102591,2025-04-05,SMS,2025-03-22
102593,2023-07-13,SMS,2023-08-10
102593,2025-03-18,Call,2025-04-05
102595,2023-02-19,Call,2023-03-04
102599,2026-01-28,Email,2026-02-14
102600,2025-09-10,Email,2025-10-15
102603,2025-11-28,Agent,2025-12-06
102608,2024-07-29,Email,2024-07-19
102608,2024-10-30,SMS,2024-10-31
102608,2025-12-22,Email,2025-12-29
102610,2025-11-13,Call,2025-12-01
102611,2025-12-17,Hardship,2026-01-09
102612,2025-03-21,Call,2025-03-31
102615,2023-11-21,Agent,2023-11-29
102615,2023-12-05,Agent,2023-12-30
102615,2024-05-07,SMS,2024-05-31
102615,2024-10-19,Agent,2024-10-20
102617,2024-03-22,Call,2024-04-04
102617,2024-04-05,SMS,2024-04-11
102617,2024-07-06,Agent,2024-07-08
102620,2025-03-09,Email,2025-03-26
102620,2025-10-22,Email,2025-10-23
102622,2024-07-29,Hardship,2024-08-07
102622,2024-11-25,SMS,2024-11-26
102623,2023-01-08,Agent,2023-01-07
102623,2023-02-04,Hardship,2023-02-09
102624,2025-10-29,Agent,2025-11-02
102625,2023-01-04,Email,2023-01-21
102625,2023-04-18,Email,2023-05-16
102627,2023-12-11,Email,2023-12-15
102627,2024-05-01,Agent,2024-05-26
102629,2025-07-15,Hardship,2025-07-22
102630,2023-05-08,Hardship,2023-05-20
102630,2024-02-02,Agent,2024-02-06
102630,2024-12-06,Agent,2024-11-29
102630,2025-08-18,SMS,2025-09-21
102634,2025-12-12,SMS,2025-12-23
102634,2026-02-03,Agent,2026-01-24
102636,2025-11-01,SMS,2025-11-11
102638,2023-10-04,Email,2023-10-15
102639,2022-09-18,Agent,2022-10-07
102641,2025-05-07,SMS,2025-05-04
102641,2025-05-23,SMS,2025-06-07
102641,2025-10-17,Email,2025-11-22
102643,2025-11-13,Hardship,2025-12-20
102645,2024-12-03,Hardship,2024-12-01
102645,2025-01-17,Hardship,2025-01-29
102646,2024-06-06,SMS,2024-06-07
102648,2023-09-17,SMS,2023-10-10
102648,2024-06-09,Agent,2024-06-20
102648,2024-07-24,SMS,2024-08-11
102648,2024-11-09,Email,2024-11-28
102648,2025-01-26,Agent,2025-02-01
102648,2026-01-14,Hardship,2026-02-09
102650,2022-10-09,SMS,2022-10-30
102650,2024-08-03,Agent,2024-08-09
102651,2025-01-08,Agent,2025-01-11
102651,2025-09-23,Hardship,2025-09-17
102651,2025-10-28,Agent,2025-10-18
102654,2026-02-02,Email,2026-02-09
102655,2022-07-05,Agent,2022-07-12
102655,2025-01-21,Agent,2025-02-15
102659,2024-05-06,Hardship,2024-05-16
102660,2022-12-24,Email,2023-01-08
102660,2023-10-07,Agent,2023-11-08
102661,2025-09-27,Agent,2025-10-03
102662,2024-07-31,SMS,2024-08-30
102663,2024-03-24,Agent,2024-03-28
102663,2024-08-16,Agent,2024-08-25
102663,2025-11-04,Call,2025-11-05
102666,2023-04-08,Email,2023-04-19
102667,2025-07-11,Hardship,2025-07-17
102667,2025-11-01,SMS,2025-10-17
102673,2024-03-04,SMS,2024-02-29
102673,2024-07-20,Hardship,2024-08-04
102674,2025-01-01,Agent,2025-01-29
102676,2023-05-08,Hardship,2023-05-26
102677,2025-09-17,Call,2025-10-08
102680,2023-12-31,Hardship,2023-12-21
102681,2022-12-26,Call,2022-12-27
102682,2022-10-03,Hardship,2022-10-23
102683,2025-07-25,Email,2025-08-06
102684,2025-06-18,Agent,2025-06-28
102684,2025-11-01,Agent,2025-11-08
102685,2025-08-30,Agent,2025-10-01
102686,2023-12-12,Email,2023-12-20
102695,2023-06-24,Call,2023-06-29
102695,2024-07-26,Email,2024-07-27
102698,2023-10-05,Call,2023-10-09
102698,2024-04-20,Call,2024-05-06
102698,2025-10-03,Email,2025-11-02
102700,2025-10-08,Call,2025-10-31
102703,2023-12-11,Hardship,2023-12-24
102703,2025-11-27,Call,2025-11-16
102705,2024-10-08,Email,2024-10-11
102705,2025-01-04,Call,2025-01-01
102707,2023-04-14,SMS,2023-04-16
102708,2024-10-10,Hardship,2024-10-26
102711,2025-08-16,SMS,2025-08-07
102714,2024-11-22,Hardship,2024-12-12
102716,2023-03-29,Call,2023-04-17
102716,2025-03-28,SMS,2025-04-15
102717,2023-12-20,Hardship,2024-01-01
102721,2026-01-22,Call,2026-02-19
102724,2023-03-28,SMS,2023-04-02
102724,2024-01-15,Email,2024-02-02
102724,2026-01-14,Email,2026-02-15
102728,2025-12-19,Agent,2026-01-04
102730,2023-12-01,Agent,2023-12-07
102733,2025-10-25,Call,2025-11-11
102735,2024-11-18,Email,2024-12-09
102738,2022-06-27,Email,2022-06-28
102738,2023-02-02,Agent,2023-02-04
102738,2023-06-20,Email,2023-07-05
102738,2024-06-04,Hardship,2024-05-25
102739,2025-09-16,Hardship,2025-09-25
102740,2026-01-07,SMS,2026-01-09
102741,2024-03-12,Hardship,2024-03-19
102741,2024-06-06,Agent,2024-06-28
102741,2024-07-10,Agent,2024-07-28
102742,2025-01-07,Agent,2025-02-11
102742,2025-03-22,Agent,2025-03-12
102742,2025-08-28,Hardship,2025-08-16
102743,2024-04-11,SMS,2024-05-17
102743,2025-09-16,SMS,2025-10-16
102747,2024-09-04,Agent,2024-09-14
102747,2025-12-27,Email,2026-01-14
102748,2024-10-18,Call,2024-10-08
102748,2025-02-18,Call,2025-02-09
102749,2025-01-15,Hardship,2025-02-13
102749,2025-03-21,Hardship,2025-04-04
102749,2025-04-15,Call,2025-05-09
102749,2025-06-23,Agent,2025-06-19
102749,2025-12-20,Hardship,2025-12-19
102750,2024-10-30,Call,2024-11-10
102752,2024-11-07,Hardship,2024-11-06
102752,2024-12-22,Agent,2024-12-23
102753,2023-09-25,Agent,2023-10-14
102755,2023-11-05,SMS,2023-11-07
102757,2025-05-10,Agent,2025-06-09
102759,2025-01-13,SMS,2025-01-15
102759,2025-08-08,Call,2025-08-28
102761,2025-01-04,Agent,2025-01-25
102761,2025-06-04,Email,2025-07-02
102761,2026-02-19,SMS,2026-02-25
102762,2024-03-24,Call,2024-04-11
102763,2023-12-30,Call,2024-01-08
102763,2025-04-18,Hardship,2025-05-11
102763,2025-09-15,Hardship,2025-10-12
102765,2025-10-10,SMS,2025-10-07
102768,2024-03-22,Email,2024-03-22
102771,2024-11-06,Agent,2024-11-03
102772,2025-01-21,Hardship,2025-01-18
102775,2026-02-06,Call,2026-02-20
102776,2023-11-11,Agent,2023-11-10
102776,2024-12-28,Call,2025-01-09
102781,2025-12-21,Hardship,2026-01-13
102782,2023-06-17,SMS,2023-07-04
102782,2023-08-16,SMS,2023-09-02
102783,2025-10-01,Agent,2025-10-13
102783,2026-01-10,SMS,2026-01-04
102784,2025-02-16,Agent,2025-02-07
102786,2023-03-11,Email,2023-04-02
102789,2024-02-28,Email,2024-02-25
102789,2024-04-29,SMS,2024-05-26
102789,2024-09-02,Email,2024-09-04
102790,2025-12-19,SMS,2025-12-25
102791,2024-08-17,Email,2024-08-15
102791,2025-03-17,Email,2025-04-17
102792,2023-05-03,Email,2023-05-30
102792,2023-10-17,Hardship,2023-10-24
102794,2022-10-01,SMS,2022-11-05
102794,2023-01-31,SMS,2023-02-03
102800,2025-09-16,Agent,2025-10-14
102802,2025-12-01,Call,2025-12-05
102804,2024-02-17,Call,2024-02-19
102804,2024-10-22,SMS,2024-10-09
102808,2026-01-09,Agent,2026-01-27
102811,2024-07-22,SMS,2024-08-20
102811,2024-11-05,Agent,2024-10-21
102813,2025-08-28,Email,2025-09-24
102819,2025-12-03,SMS,2025-12-25
102820,2025-06-27,Agent,2025-06-29
102821,2023-03-22,Hardship,2023-04-06
102821,2024-08-13,SMS,2024-08-12
102821,2025-04-29,SMS,2025-05-25
102823,2022-09-20,Hardship,2022-10-03
102823,2023-06-27,SMS,2023-07-19
102823,2024-01-06,Call,2023-12-30
102824,2024-10-05,Agent,2024-10-14
102824,2025-04-19,SMS,2025-05-01
102825,2024-09-29,Agent,2024-09-22
102826,2025-11-07,Email,2025-11-20
102827,2024-10-17,Agent,2024-11-10
102827,2025-06-16,Agent,2025-06-19
102827,2025-07-10,Email,2025-08-05
102828,2023-12-09,Email,2023-12-21
102828,2024-04-02,Hardship,2024-04-01
102829,2023-02-23,Agent,2023-03-13
102830,2025-02-26,Hardship,2025-03-13
102830,2025-03-24,SMS,2025-04-20
102830,2025-07-21,Email,2025-07-25
102830,2025-11-04,Call,2025-11-20
102833,2025-11-26,Hardship,2025-12-04
102834,2024-11-24,SMS,2024-12-26
102834,2025-03-11,SMS,2025-03-01
102835,2022-11-11,Email,2022-11-02
102835,2023-03-06,Email,2023-03-06
102837,2024-08-13,Hardship,2024-08-24
102837,2024-12-12,SMS,2024-12-06
102837,2025-04-01,SMS,2025-04-15
102837,2026-02-06,Agent,2026-02-02
102841,2025-09-28,Hardship,2025-10-15
102842,2025-04-23,SMS,2025-04-07
102847,2025-05-02,Email,2025-05-14
102848,2025-12-25,Hardship,2025-12-15
102849,2023-12-06,Agent,2023-11-25
102850,2024-09-29,Call,2024-10-31
102850,2025-05-31,SMS,2025-06-01
102851,2023-09-08,Agent,2023-09-05
102851,2024-06-23,Hardship,2024-07-09
102851,2025-06-03,Email,2025-06-06
102852,2023-03-25,Call,2023-04-14
102855,2024-02-27,SMS,2024-02-24
102855,2025-01-28,Call,2025-01-31
102857,2025-07-04,Call,2025-07-12
102859,2024-10-01,Agent,2024-10-12
102859,2025-12-16,Email,2025-12-24
102860,2023-08-19,Hardship,2023-08-29
102860,2025-01-19,Call,2025-01-16
102860,2025-04-30,Agent,2025-05-13
102861,2025-08-31,SMS,2025-08-28
102871,2024-05-15,Hardship,2024-05-27
102871,2025-08-12,Hardship,2025-08-24
102872,2024-01-21,Hardship,2024-01-26
102873,2023-09-16,Agent,2023-09-05
102874,2023-09-23,Hardship,2023-09-26
102874,2023-11-19,Call,2023-12-03
102878,2024-12-21,Email,2024-12-23
102880,2023-05-19,Agent,2023-06-01
102880,2023-07-17,Agent,2023-07-26
102880,2023-09-26,Hardship,2023-09-23
102880,2024-03-16,Agent,2024-03-26
102882,2024-10-10,Email,2024-10-28
102887,2024-10-12,Hardship,2024-10-03
102888,2023-11-30,Agent,2023-11-17
102888,2024-09-24,Call,2024-09-28
102888,2024-11-19,Agent,2024-11-23
102889,2026-02-21,Email,2026-03-06
102892,2026-01-18,Call,2026-02-09
102893,2025-07-08,Email,2025-07-18
102897,2025-07-20,Agent,2025-08-17
102898,2023-07-28,Email,2023-08-13
102899,2023-05-30,Agent,2023-05-29
102903,2025-09-23,SMS,2025-09-16
102903,2025-12-28,SMS,2025-12-20
102905,2023-11-04,Email,2023-11-14
102905,2024-02-07,Agent,2024-02-22
102905,2024-07-08,Agent,2024-07-28
102907,2026-01-14,SMS,2026-01-11
102908,2023-05-28,Agent,2023-06-03
102908,2024-11-17,Call,2024-11-13
102909,2023-05-03,Hardship,2023-05-25
102909,2025-05-24,Call,2025-06-20
102913,2023-07-26,Call,2023-07-24
102913,2024-01-23,Hardship,2024-01-27
102913,2025-02-06,Hardship,2025-02-17
102914,2026-02-21,Call,2026-02-24
102917,2022-05-15,Hardship,2022-05-15
102917,2022-06-27,Call,2022-07-22
102918,2023-02-26,SMS,2023-03-12
102919,2024-11-21,SMS,2024-11-27
102919,2025-03-04,SMS,2025-03-03
102919,2025-05-22,Agent,2025-05-26
102920,2025-07-27,Call,2025-08-02
102921,2025-06-20,SMS,2025-06-29
102922,2023-08-03,Agent,2023-08-25
102924,2025-04-17,Hardship,2025-04-28
102925,2024-03-16,Call,2024-04-10
102926,2025-06-10,Hardship,2025-06-23
102927,2024-09-17,Call,2024-09-29
102928,2023-11-03,SMS,2023-11-16
102928,2024-10-18,Email,2024-10-06
102930,2025-07-09,Call,2025-06-25
102932,2025-01-11,Hardship,2025-01-25
102932,2025-03-23,Hardship,2025-03-31
102934,2023-02-18,Agent,2023-02-13
102934,2023-07-07,Agent,2023-07-26
102934,2023-09-01,Call,2023-09-05
102934,2023-11-12,Hardship,2023-11-08
102934,2024-09-02,Hardship,2024-09-15
102935,2022-06-04,Hardship,2022-06-02
102936,2025-12-07,SMS,2025-12-05
102937,2024-11-28,Hardship,2024-12-28
102937,2025-02-13,Hardship,2025-02-05
102937,2025-02-28,Email,2025-04-01
102939,2023-08-25,Agent,2023-09-10
102946,2025-02-19,Call,2025-03-02
102947,2025-11-11,Agent,2025-10-30
102948,2025-03-03,Agent,2025-03-22
102949,2026-02-02,Hardship,2026-02-01
102951,2024-07-25,Email,2024-07-18
102952,2025-11-10,SMS,2025-11-04
102954,2024-03-09,SMS,2024-03-30
102956,2025-08-03,Agent,2025-08-13
102958,2025-03-15,Agent,2025-03-17
102958,2025-05-11,SMS,2025-05-21
102959,2025-09-05,SMS,2025-09-16
102967,2022-08-09,Call,2022-08-25
102967,2023-11-14,Email,2023-12-06
102967,2025-01-08,SMS,2025-02-04
102970,2024-06-08,Email,2024-06-07
102972,2025-11-23,Agent,2025-12-24
102974,2025-01-14,Email,2025-01-17
102975,2024-09-06,Call,2024-09-03
102976,2024-09-14,Call,2024-09-22
102977,2024-06-06,SMS,2024-06-26
102980,2024-10-03,SMS,2024-10-01
102980,2024-12-10,Agent,2024-12-22
102981,2025-02-02,Agent,2025-01-27
102981,2025-08-25,Agent,2025-09-20
102983,2023-12-29,SMS,2024-01-05
102985,2023-03-03,SMS,2023-03-01
102986,2025-10-18,Agent,2025-11-12
102988,2023-12-12,Agent,2024-01-09
102989,2024-11-15,Call,2024-11-23
102990,2024-09-24,Hardship,2024-09-24
102991,2025-11-02,SMS,2025-11-09
102993,2022-10-02,Hardship,2022-09-28
102995,2024-03-16,Hardship,2024-04-09
103001,2023-03-17,Agent,2023-03-31
103001,2025-02-08,SMS,2025-02-17
103001,2025-06-23,Email,2025-07-21
103002,2025-11-30,Agent,2025-11-27
103003,2023-11-11,Call,2023-12-09
103003,2024-09-27,Email,2024-10-07
103003,2024-10-24,Email,2024-10-25
103005,2022-07-15,Hardship,2022-07-24
103012,2025-03-12,SMS,2025-03-14
103012,2025-04-10,SMS,2025-04-18
103012,2026-01-22,Agent,2026-01-05
103017,2024-01-02,Agent,2024-01-14
103017,2024-09-15,SMS,2024-10-11
103017,2025-04-15,Agent,2025-05-04
103020,2023-03-21,Email,2023-04-15
103025,2024-04-29,Hardship,2024-05-14
103027,2025-06-15,Call,2025-06-29
103028,2024-05-17,Agent,2024-06-11
103028,2025-03-17,Hardship,2025-03-22
103029,2024-02-01,Hardship,2024-02-11
103032,2025-06-18,Call,2025-07-25
103033,2025-05-20,Agent,2025-06-11
103034,2025-05-02,SMS,2025-06-02
103039,2025-04-23,Call,2025-04-17
103040,2026-01-17,SMS,2026-01-19
103042,2024-02-28,Email,2024-03-24
103042,2024-09-09,Call,2024-08-29
103042,2025-12-04,Call,2025-12-12
103043,2023-08-12,Agent,2023-08-27
103045,2025-05-27,Call,2025-06-10
103045,2025-12-01,Call,2025-11-26
103046,2024-12-28,Agent,2024-12-31
103046,2025-04-26,Agent,2025-05-03
103046,2025-07-20,SMS,2025-08-12
103046,2025-08-14,Agent,2025-08-23
103048,2022-09-22,Hardship,2022-09-23
103054,2025-01-02,Call,2025-01-03
103054,2025-03-16,Hardship,2025-04-05
103054,2025-07-18,SMS,2025-08-16
103054,2025-09-26,SMS,2025-10-06
103054,2025-12-02,SMS,2025-12-02
103054,2026-01-30,Call,2026-02-16
103055,2025-06-15,Agent,2025-06-18
103056,2024-07-07,Email,2024-07-27
103056,2024-08-20,SMS,2024-08-28
103056,2024-11-30,Call,2024-12-14
103058,2025-11-25,Hardship,2025-12-03
103058,2026-01-10,Email,2026-02-09
103060,2025-09-09,Email,2025-09-15
103065,2024-09-05,Hardship,2024-09-26
103065,2024-12-28,SMS,2025-01-04
103066,2023-11-24,Email,2023-12-16
103068,2023-07-07,Call,2023-07-07
103068,2024-05-31,SMS,2024-06-21
103068,2024-08-26,SMS,2024-08-31
103072,2025-04-10,SMS,2025-04-02
103074,2025-05-18,SMS,2025-06-11
103076,2023-05-31,Hardship,2023-06-16
103077,2024-09-05,Hardship,2024-09-26
103077,2024-10-10,Email,2024-10-28
103077,2025-05-13,SMS,2025-05-21
103078,2024-08-20,Hardship,2024-09-14
103078,2025-12-26,Call,2025-12-29
103082,2024-05-04,Hardship,2024-06-03
103088,2024-11-18,Email,2024-11-08
103093,2024-12-22,SMS,2025-01-10
103095,2023-10-21,Hardship,2023-11-13
103096,2023-06-11,Agent,2023-06-11
103096,2024-06-24,Agent,2024-07-07
103098,2023-11-15,SMS,2023-11-07
103098,2023-12-10,Agent,2023-12-15
103098,2024-08-01,Call,2024-08-19
103101,2025-09-26,SMS,2025-10-08
103102,2024-07-27,SMS,2024-08-08
103103,2025-03-25,Agent,2025-03-28
103104,2024-07-20,Hardship,2024-07-18
103104,2024-12-15,Call,2024-12-19
103104,2025-07-26,Email,2025-07-16
103108,2024-02-14,Agent,2024-02-16
103109,2025-02-02,Agent,2025-02-21
103116,2024-01-28,Hardship,2024-02-22
103116,2025-02-01,Hardship,2025-02-17
103117,2022-09-12,Agent,2022-08-31
103117,2024-01-29,Call,2024-02-10
103117,2025-11-29,Hardship,2025-12-08
103118,2023-10-14,Agent,2023-10-30
103118,2024-04-28,Hardship,2024-05-21
103122,2023-11-02,Call,2023-11-22
103126,2025-06-15,Hardship,2025-06-15
103126,2025-07-22,Agent,2025-07-19
103126,2025-08-18,Call,2025-09-08
103127,2022-12-05,SMS,2022-11-28
103128,2022-12-29,SMS,2022-12-19
103128,2023-08-19,Call,2023-08-27
103128,2023-10-29,Agent,2023-10-22
103129,2023-07-14,Agent,2023-08-15
103129,2025-02-28,Email,2025-03-06
103130,2023-12-22,SMS,2023-12-25
103130,2024-08-20,Call,2024-08-30
103131,2024-02-02,Email,2024-03-01
103133,2024-01-28,SMS,2024-01-21
103133,2024-06-12,Hardship,2024-06-30
103139,2026-01-29,SMS,2026-02-01
103140,2023-10-17,Agent,2023-10-05
103140,2024-03-04,Agent,2024-04-07
103141,2023-04-07,Agent,2023-05-08
103141,2023-07-26,SMS,2023-07-25
103142,2024-06-27,Hardship,2024-06-25
103143,2025-06-27,Email,2025-07-16
103146,2024-12-29,Email,2024-12-24
103147,2025-09-19,Email,2025-09-30
103148,2024-09-17,Call,2024-09-30
103149,2024-10-24,Call,2024-10-22
103149,2024-12-13,SMS,2024-12-31
103150,2023-02-13,Call,2023-02-23
103150,2025-11-15,Hardship,2025-11-19
103151,2023-09-16,Hardship,2023-10-12
103152,2024-03-21,Call,2024-04-25
103155,2025-12-31,Call,2026-01-11
103157,2025-09-10,SMS,2025-10-05
103158,2025-04-05,Hardship,2025-04-14
103158,2025-08-05,Email,2025-07-22
103161,2024-06-13,Email,2024-06-21
103161,2024-07-29,Hardship,2024-08-21
103161,2024-12-15,SMS,2024-12-28
103163,2023-08-01,Call,2023-08-13
103167,2024-02-01,Email,2024-01-29
103167,2024-04-20,Hardship,2024-04-26
103173,2025-04-18,Email,2025-04-16
103175,2023-03-16,Hardship,2023-03-24
103175,2025-02-06,Hardship,2025-02-11
103175,2025-12-24,Email,2026-01-20
103175,2026-01-22,Call,2026-02-11
103179,2023-09-04,Email,2023-09-24
103179,2024-02-11,SMS,2024-02-22
103179,2024-04-11,SMS,2024-04-24
103180,2024-12-22,Email,2025-01-07
103180,2026-01-18,Call,2026-01-13
103182,2024-01-11,SMS,2024-01-17
103182,2025-05-13,SMS,2025-06-01
103186,2022-07-31,SMS,2022-08-09
103186,2022-09-25,Email,2022-10-16
103186,2023-12-11,SMS,2024-01-16
103188,2022-04-20,Agent,2022-04-12
103188,2024-01-21,Call,2024-01-10
103188,2025-08-15,Agent,2025-09-07
103190,2022-06-28,Hardship,2022-06-20
103193,2024-11-18,Agent,2024-11-18
103194,2022-12-29,Call,2022-12-30
103194,2023-07-08,Agent,2023-07-08
103194,2024-07-04,Agent,2024-07-05
103197,2024-10-26,Email,2024-11-03
103199,2024-09-06,Agent,2024-08-30
103201,2024-05-05,SMS,2024-05-26
103201,2024-09-05,Hardship,2024-09-11
103202,2025-05-25,Agent,2025-05-23
103203,2025-04-14,Call,2025-04-25
103203,2025-07-07,Hardship,2025-07-12
103204,2022-05-15,Call,2022-05-11
103204,2022-10-18,Agent,2022-10-07
103204,2022-11-08,Email,2022-11-28
103207,2025-04-18,Call,2025-05-17
103207,2025-10-23,Hardship,2025-11-15
103209,2026-02-10,Email,2026-02-16
103210,2023-08-05,Email,2023-08-28
103210,2025-02-08,Call,2025-01-28
103211,2025-04-07,Call,2025-04-13
103212,2025-05-03,Call,2025-05-01
103212,2025-08-30,Agent,2025-08-21
103217,2025-04-15,SMS,2025-04-26
103217,2026-02-04,Hardship,2026-02-05
103219,2025-06-25,Call,2025-06-28
103220,2025-12-29,Agent,2026-01-15
103225,2024-08-14,Agent,2024-08-23
103225,2024-11-06,Agent,2024-11-09
103225,2025-03-04,Hardship,2025-03-20
103225,2025-07-17,Email,2025-07-19
103227,2025-04-11,Hardship,2025-03-25
103230,2023-10-06,SMS,2023-11-04
103231,2025-04-08,Call,2025-04-11
103231,2025-10-07,Email,2025-10-10
103232,2024-08-11,Agent,2024-08-27
103236,2025-01-02,SMS,2024-12-29
103238,2025-08-27,Agent,2025-08-19
103240,2025-08-10,Agent,2025-09-03
103241,2024-09-21,Hardship,2024-10-02
103243,2024-05-04,Agent,2024-05-12
103246,2024-11-14,Call,2024-11-27
103247,2022-05-26,Agent,2022-06-09
103248,2023-12-06,Email,2023-11-19
103248,2024-10-21,Agent,2024-11-19
103248,2025-09-15,Call,2025-10-17
103251,2022-08-06,Email,2022-09-01
103251,2023-07-09,Email,2023-07-19
103251,2024-10-08,Email,2024-10-15
103254,2025-06-29,Hardship,2025-07-13
103257,2025-02-10,SMS,2025-02-14
103257,2025-10-15,Call,2025-10-18
103259,2023-04-25,Agent,2023-05-10
103259,2025-10-24,Call,2025-10-21
103260,2024-01-01,Email,2024-01-24
103263,2025-10-14,Call,2025-10-29
103264,2023-07-07,Agent,2023-07-14
103268,2025-04-29,Email,2025-05-04
103269,2024-08-28,SMS,2024-09-11
103272,2023-11-23,Agent,2023-12-16
103272,2024-12-29,Email,2024-12-15
103273,2024-11-01,Agent,2024-11-15
103273,2025-09-12,Email,2025-08-27
103277,2023-03-05,SMS,2023-03-12
103277,2023-08-22,Email,2023-08-31
103283,2024-07-01,Agent,2024-07-04
103283,2025-03-16,Call,2025-03-28
103284,2025-12-16,Hardship,2025-12-17
103284,2026-01-13,Hardship,2026-02-07
103286,2023-11-02,Hardship,2023-11-07
103292,2025-01-09,Email,2024-12-29
103293,2023-03-23,Call,2023-04-04
103293,2024-06-11,Call,2024-06-29
103293,2025-07-27,Email,2025-08-10
103293,2025-10-20,Email,2025-10-30
103296,2024-11-25,Call,2024-12-01
103298,2025-12-23,Hardship,2025-12-31
103300,2025-10-23,Agent,2025-10-21
103303,2023-09-11,Call,2023-09-30
103303,2024-03-03,Hardship,2024-04-01
103306,2025-05-23,Call,2025-05-30
103307,2025-11-22,Email,2025-12-16
103311,2025-11-26,Agent,2025-12-04
103311,2025-12-04,Agent,2026-01-01
103313,2024-05-22,Agent,2024-06-10
103313,2024-11-03,Call,2024-11-07
103314,2023-07-09,SMS,2023-07-06
103317,2025-01-08,SMS,2025-01-02
103317,2025-05-14,Agent,2025-05-18
103318,2023-07-17,Agent,2023-07-20
103318,2025-01-11,Hardship,2025-01-20
103318,2025-02-16,Agent,2025-02-19
103318,2025-05-30,Hardship,2025-05-20
103318,2025-08-09,SMS,2025-08-13
103318,2025-10-29,Hardship,2025-10-27
103318,2025-12-17,Call,2025-12-23
103318,2026-01-31,Hardship,2026-02-15
103321,2025-12-14,Email,2026-01-02
103324,2024-01-25,Email,2024-02-17
103325,2023-03-18,Email,2023-04-14
103325,2024-01-18,Call,2024-02-16
103326,2023-12-22,SMS,2023-12-08
103326,2024-01-18,Hardship,2024-01-26
103327,2025-08-23,Agent,2025-08-25
103330,2024-07-22,Email,2024-08-03
103330,2025-06-19,Call,2025-07-14
103330,2025-12-20,Call,2026-01-17
103331,2025-07-04,Call,2025-07-24
103334,2025-05-12,Agent,2025-05-17
103336,2024-11-04,Email,2024-11-08
103336,2025-06-29,Email,2025-06-26
103339,2025-05-10,Email,2025-05-19
