customer_id,age,annual_income_nzd,employment_type,region,credit_score,tenure_months
2269,32,50680.66,Salaried,Otago,486,4
2270,37,68007.11,Salaried,Otago,650,29
2271,42,45928.44,Unemployed,Waikato,636,32
2272,32,45447.63,Student,Auckland,807,9
2273,30,131392.04,Self-employed,Canterbury,522,18
2274,38,82692.23,Unemployed,Auckland,587,63
2275,25,38473.68,Salaried,Auckland,640,6
2276,25,70047.12,Student,Canterbury,636,21
2277,46,57139.88,Salaried,Canterbury,612,97
2278,24,64614.75,Salaried,Auckland,644,25
2279,46,57630.29,Unemployed,Auckland,562,46
2280,44,92534.72,Salaried,Auckland,675,63
2281,18,63292.95,Salaried,Waikato,487,8
2282,30,52683.63,Salaried,Other,648,9
2283,52,86594.0,Salaried,Waikato,608,51
2284,26,60172.95,Salaried,Otago,721,50
2285,32,57220.38,Self-employed,Wellington,773,2
2286,44,62399.35,Unemployed,Auckland,627,14
2287,47,51941.63,Salaried,Waikato,747,18
2288,35,54401.78,Contractor,Auckland,628,64
2289,31,41605.49,Salaried,Wellington,582,20
2290,55,38637.35,Salaried,Waikato,772,94
2291,59,34566.61,Self-employed,Manawatu,686,180
2292,50,28958.17,Student,Wellington,650,55
2293,39,36465.69,Salaried,Other,698,40
2294,28,50090.16,Salaried,Wellington,669,18
2295,28,56749.54,Salaried,Auckland,645,2
2296,44,47950.12,Unemployed,Wellington,557,31
2297,43,18768.47,Salaried,Otago,631,16
2298,55,110036.11,Salaried,Canterbury,694,16
2299,46,88337.15,Student,Waikato,641,42
2300,20,66210.34,Salaried,Canterbury,713,22
2301,51,127819.04,Unemployed,Canterbury,677,50
2302,26,34898.05,Unemployed,Auckland,589,18
2303,33,126681.5,Salaried,Auckland,558,6
2304,41,35089.38,Self-employed,Auckland,639,22
2305,62,60320.79,Salaried,Wellington,613,109
2306,75,30539.41,Unemployed,Bay of Plenty,674,58
2307,45,54535.78,Salaried,Bay of Plenty,600,8
2308,36,64458.37,Contractor,Auckland,607,18
2309,44,50533.38,Salaried,Canterbury,724,95
2310,49,74700.71,Salaried,Wellington,660,5
2311,34,56644.86,Salaried,Canterbury,601,11
2312,60,42826.54,Salaried,Canterbury,651,11
2313,41,41979.39,Salaried,Auckland,747,30
2314,44,78034.88,Salaried,Manawatu,671,19
2315,46,40368.95,Salaried,Manawatu,692,3
2316,43,81791.72,Salaried,Auckland,597,36
2317,48,93922.04,Salaried,Waikato,722,4
2318,31,25567.54,Salaried,Auckland,812,34
2319,31,90202.9,Salaried,Auckland,595,25
2320,25,136925.22,Salaried,Other,567,25
2321,43,60681.96,Contractor,Waikato,662,3
2322,47,70939.87,Salaried,Auckland,711,37
2323,43,86392.18,Unemployed,Waikato,644,20
2324,58,47859.88,Salaried,Otago,576,19
2325,38,58807.58,Student,Otago,642,33
2326,46,29989.73,Salaried,Auckland,692,34
2327,25,57663.85,Salaried,Bay of Plenty,622,1
2328,33,67788.67,Salaried,Otago,693,5
2329,46,68341.56,Salaried,Canterbury,732,10
2330,48,87504.12,Salaried,Wellington,667,41
2331,34,38228.59,Self-employed,Auckland,648,31
2332,37,42630.57,Salaried,Auckland,708,51
2333,20,127131.63,Self-employed,Wellington,590,49
2334,34,50632.67,Contractor,Otago,583,69
2335,49,59279.29,Salaried,Bay of Plenty,631,17
2336,45,52567.09,Salaried,Wellington,616,15
2337,44,37430.59,Salaried,Bay of Plenty,594,64
2338,39,112486.46,Salaried,Bay of Plenty,778,10
2339,38,42724.78,Salaried,Canterbury,802,22
2340,30,32621.33,Salaried,Auckland,625,8
2341,46,44230.37,Salaried,Auckland,656,88
2342,43,22009.56,Salaried,Auckland,637,19
2343,44,40413.56,Salaried,Auckland,728,9
2344,32,35043.38,Unemployed,Auckland,741,42
2345,18,71527.9,Unemployed,Waikato,526,10
2346,51,40013.16,Salaried,Auckland,683,103
2347,32,80782.19,Salaried,Wellington,559,16
2348,28,101652.74,Salaried,Other,773,39
2349,46,76997.55,Salaried,Bay of Plenty,681,15
2350,33,49171.79,Salaried,Waikato,592,59
2351,51,57728.23,Salaried,Auckland,633,82
2352,45,27275.84,Salaried,Canterbury,630,56
2353,46,51011.14,Student,Wellington,687,68
2354,22,36783.43,Student,Canterbury,723,4
2355,53,74046.38,Unemployed,Wellington,570,93
2356,41,172428.61,Salaried,Canterbury,779,35
2357,34,67840.85,Student,Other,762,73
2358,40,22114.46,Salaried,Auckland,589,42
2359,18,46048.31,Self-employed,Auckland,655,8
2360,43,57246.45,Student,Wellington,770,34
2361,26,56348.5,Unemployed,Canterbury,736,3
2362,22,38992.87,Contractor,Auckland,626,43
2363,20,60498.95,Salaried,Bay of Plenty,707,19
2364,51,30973.11,Salaried,Wellington,850,6
2365,30,35411.47,Self-employed,Wellington,657,139
2366,56,72446.88,Student,Canterbury,606,83
2367,32,34301.75,Self-employed,Bay of Plenty,662,81
2368,18,69023.01,Salaried,Other,667,56
2369,25,29253.11,Salaried,Auckland,613,42
2370,53,119871.02,Salaried,Auckland,681,38
2371,36,38237.75,Unemployed,Auckland,562,4
2372,31,48988.95,Salaried,Otago,603,83
2373,40,62866.96,Salaried,Canterbury,703,77
2374,44,42007.04,Student,Otago,527,50
2375,51,57787.78,Salaried,Other,713,94
2376,55,70186.45,Student,Canterbury,509,29
2377,34,83472.79,Student,Auckland,529,21
2378,22,77356.03,Salaried,Auckland,615,124
2379,33,50145.56,Salaried,Auckland,670,22
2380,41,50716.96,Self-employed,Otago,743,37
2381,26,155920.08,Salaried,Auckland,654,17
2382,27,83070.93,Salaried,Canterbury,633,36
2383,42,35781.25,Self-employed,Auckland,691,46
2384,37,56669.68,Salaried,Auckland,589,35
2385,38,46592.07,Salaried,Auckland,660,26
2386,29,50975.46,Salaried,Canterbury,566,13
2387,35,31154.91,Salaried,Auckland,656,37
2388,27,45009.76,Salaried,Canterbury,641,86
2389,49,122418.42,Salaried,Waikato,594,1
2390,50,70304.03,Salaried,Other,662,5
2391,18,18000.0,Contractor,Otago,661,5
2392,27,93669.28,Salaried,Canterbury,732,92
2393,20,88462.44,Unemployed,Bay of Plenty,538,39
2394,30,46088.63,Salaried,Auckland,645,109
2395,37,74814.62,Salaried,Canterbury,597,31
2396,21,36800.63,Contractor,Wellington,711,22
2397,27,43843.64,Salaried,Auckland,703,57
2398,26,106334.58,Salaried,Waikato,686,6
2399,40,47940.77,Salaried,Auckland,601,17
2400,39,23356.27,Salaried,Wellington,712,23
2401,29,52654.85,Salaried,Auckland,543,13
2402,40,52293.91,Salaried,Otago,529,17
2403,31,92898.79,Salaried,Auckland,561,3
2404,35,54527.01,Student,Wellington,648,8
2405,58,44814.54,Contractor,Otago,697,15
2406,54,86705.73,Salaried,Auckland,450,57
2407,22,57202.66,Student,Manawatu,743,7
2408,48,38657.26,Salaried,Otago,659,15
2409,48,91103.26,Salaried,Wellington,540,2
2410,24,59109.55,Contractor,Canterbury,657,29
2411,48,54247.74,Salaried,Other,726,34
2412,56,58692.0,Salaried,Canterbury,692,72
2413,25,33463.12,Salaried,Auckland,727,62
2414,27,42725.7,Salaried,Otago,554,12
2415,50,54263.78,Salaried,Auckland,621,5
2416,41,49632.51,Contractor,Auckland,585,6
2417,45,96046.98,Salaried,Otago,770,125
2418,42,59744.51,Salaried,Auckland,695,40
2419,43,79595.02,Salaried,Waikato,849,2
2420,22,54405.9,Student,Wellington,617,5
2421,51,87145.1,Salaried,Waikato,599,24
2422,52,64788.77,Salaried,Auckland,640,8
2423,35,54504.54,Contractor,Wellington,746,59
2424,37,53853.5,Salaried,Auckland,624,31
2425,20,35259.94,Salaried,Auckland,659,34
2426,44,68057.76,Salaried,Auckland,657,22
2427,45,53205.01,Salaried,Auckland,653,11
2428,37,43221.94,Salaried,Other,604,32
2429,51,89135.04,Salaried,Canterbury,640,45
2430,34,30865.76,Salaried,Wellington,637,17
2431,45,44796.12,Unemployed,Wellington,649,25
2432,26,86031.9,Salaried,Other,716,66
2433,38,62441.5,Salaried,Canterbury,773,6
2434,36,53022.07,Student,Waikato,591,28
2435,41,60654.65,Salaried,Auckland,623,15
2436,34,58731.79,Salaried,Wellington,592,44
2437,36,27378.19,Salaried,Auckland,663,1
2438,48,46296.99,Self-employed,Waikato,612,40
2439,33,112132.3,Self-employed,Auckland,667,4
2440,19,40267.67,Salaried,Waikato,727,2
2441,59,46946.53,Student,Auckland,473,46
2442,55,42458.0,Salaried,Wellington,684,37
2443,22,52095.98,Salaried,Wellington,618,81
2444,46,41672.42,Salaried,Auckland,682,26
2445,32,67442.7,Contractor,Auckland,587,27
2446,41,59206.76,Self-employed,Auckland,734,44
2447,42,76733.71,Contractor,Canterbury,714,14
2448,35,33761.5,Self-employed,Canterbury,690,1
2449,29,46483.23,Salaried,Wellington,706,9
2450,30,48943.65,Salaried,Wellington,598,10
2451,27,66505.58,Salaried,Canterbury,607,15
2452,28,37913.04,Salaried,Wellington,703,103
2453,37,81800.96,Salaried,Auckland,596,59
2454,29,92400.44,Student,Wellington,751,99
2455,46,34717.79,Contractor,Auckland,627,180
2456,56,43438.75,Salaried,Canterbury,685,20
2457,31,42643.53,Contractor,Waikato,797,9
2458,41,177118.41,Self-employed,Canterbury,601,30
2459,44,44647.11,Salaried,Auckland,655,77
2460,44,115258.35,Salaried,Auckland,724,23
2461,39,30638.59,Salaried,Auckland,717,25
2462,47,34705.63,Salaried,Wellington,627,5
2463,44,39776.36,Salaried,Wellington,614,20
2464,23,37028.38,Unemployed,Auckland,634,18
2465,48,48023.49,Salaried,Bay of Plenty,751,16
2466,49,39381.44,Student,Wellington,630,79
2467,29,37470.01,Salaried,Waikato,655,2
2468,38,91245.81,Salaried,Canterbury,620,129
2469,46,93967.77,Student,Canterbury,699,1
2470,35,83048.78,Salaried,Manawatu,661,105
2471,51,68582.97,Student,Auckland,580,29
2472,66,56485.23,Salaried,Auckland,582,44
2473,29,43318.55,Unemployed,Waikato,510,7
2474,21,35280.27,Salaried,Auckland,592,38
2475,42,63789.77,Salaried,Other,706,77
2476,47,31948.05,Self-employed,Auckland,743,5
2477,35,34639.0,Contractor,Auckland,698,5
2478,55,91017.85,Salaried,Canterbury,689,13
2479,22,127426.13,Unemployed,Auckland,641,6
2480,46,64665.48,Self-employed,Auckland,704,4
2481,31,89134.85,Salaried,Manawatu,670,41
2482,59,48502.39,Salaried,Auckland,776,9
2483,62,29674.6,Salaried,Canterbury,643,40
2484,29,71358.89,Salaried,Auckland,744,71
2485,31,69995.08,Salaried,Auckland,711,38
2486,48,55952.08,Contractor,Auckland,701,5
2487,33,48578.24,Self-employed,Auckland,509,31
2488,37,83532.81,Salaried,Auckland,715,18
2489,38,34766.87,Salaried,Other,641,15
2490,18,38246.17,Unemployed,Waikato,619,14
2491,38,34418.59,Salaried,Bay of Plenty,546,95
2492,30,56288.07,Salaried,Auckland,650,49
2493,32,33204.75,Self-employed,Auckland,652,5
2494,55,39818.66,Contractor,Canterbury,559,23
2495,23,39435.04,Unemployed,Waikato,547,14
2496,48,48181.3,Unemployed,Wellington,684,137
2497,35,27741.41,Unemployed,Wellington,711,137
2498,35,56344.63,Salaried,Wellington,663,14
2499,47,94967.18,Salaried,Auckland,731,16
2500,42,57582.34,Self-employed,Waikato,644,33
2501,45,108401.21,Salaried,Auckland,646,23
2502,50,98745.31,Salaried,Auckland,586,9
2503,34,76878.44,Salaried,Waikato,541,39
2504,31,56028.1,Salaried,Auckland,780,15
2505,25,54727.7,Salaried,Bay of Plenty,729,38
2506,28,76397.85,Salaried,Otago,553,17
2507,73,45421.84,Salaried,Auckland,661,43
2508,53,23222.24,Student,Canterbury,643,40
2509,22,67602.61,Self-employed,Wellington,631,26
2510,22,32565.84,Unemployed,Auckland,621,44
2511,44,35137.93,Salaried,Waikato,677,22
2512,45,54181.82,Salaried,Canterbury,707,4
2513,45,51906.21,Salaried,Canterbury,678,7
2514,35,28697.52,Self-employed,Bay of Plenty,642,10
2515,36,58364.97,Student,Auckland,639,2
2516,42,83680.63,Salaried,Waikato,716,45
2517,39,32605.83,Student,Waikato,682,16
2518,18,96049.36,Salaried,Auckland,655,4
2519,35,26847.37,Salaried,Other,647,62
2520,28,140476.55,Self-employed,Auckland,674,41
2521,40,45023.18,Salaried,Waikato,617,22
2522,74,57845.31,Salaried,Waikato,708,10
2523,42,23123.04,Salaried,Wellington,575,6
2524,34,52682.51,Contractor,Auckland,621,22
2525,49,60043.04,Salaried,Auckland,693,78
2526,44,52115.99,Salaried,Auckland,571,8
2527,43,42049.95,Unemployed,Wellington,540,30
2528,45,35385.1,Salaried,Auckland,654,117
2529,63,90105.54,Salaried,Canterbury,531,36
2530,24,54932.65,Salaried,Auckland,559,21
2531,44,108373.47,Student,Auckland,703,45
2532,27,42748.22,Salaried,Auckland,636,63
2533,45,44548.88,Self-employed,Canterbury,740,32
2534,27,78199.41,Unemployed,Bay of Plenty,566,74
2535,33,26099.23,Contractor,Auckland,643,26
2536,34,31380.49,Salaried,Auckland,678,64
2537,50,88775.7,Contractor,Other,568,109
2538,49,31972.45,Contractor,Auckland,722,25
2539,23,23895.06,Salaried,Bay of Plenty,686,33
2540,39,125597.45,Salaried,Wellington,537,34
2541,29,28934.27,Contractor,Auckland,647,55
2542,23,58856.27,Salaried,Canterbury,677,62
2543,35,55887.07,Salaried,Other,609,1
2544,34,18000.0,Contractor,Otago,546,48
2545,67,48036.06,Student,Waikato,669,55
2546,43,66289.44,Salaried,Wellington,805,43
2547,21,63540.91,Salaried,Auckland,623,45
2548,31,81355.55,Self-employed,Auckland,760,2
2549,50,45507.34,Self-employed,Auckland,597,21
2550,63,74654.57,Unemployed,Manawatu,665,61
2551,19,39727.62,Self-employed,Auckland,704,98
2552,18,28718.3,Self-employed,Auckland,649,9
2553,60,30212.84,Unemployed,Wellington,629,31
2554,43,28058.6,Salaried,Wellington,701,59
2555,28,85332.76,Salaried,Auckland,782,50
2556,44,27403.94,Salaried,Auckland,671,35
2557,18,61286.66,Salaried,Wellington,614,1
2558,38,48066.18,Salaried,Bay of Plenty,637,46
2559,42,51730.77,Salaried,Canterbury,826,53
2560,49,100069.81,Self-employed,Wellington,659,46
2561,26,44476.12,Student,Waikato,608,52
2562,39,71340.59,Salaried,Waikato,570,20
2563,27,55099.92,Salaried,Auckland,522,180
2564,41,50594.16,Salaried,Auckland,675,53
2565,27,152510.1,Self-employed,Bay of Plenty,696,31
2566,33,28322.06,Salaried,Canterbury,622,98
2567,26,96771.65,Unemployed,Auckland,649,86
2568,46,72793.57,Salaried,Auckland,568,61
2569,48,43661.14,Salaried,Bay of Plenty,659,30
2570,35,112779.89,Salaried,Canterbury,684,27
2571,38,23584.63,Salaried,Manawatu,613,14
2572,21,42839.04,Student,Wellington,768,10
2573,34,31450.9,Unemployed,Auckland,591,26
2574,37,65214.53,Salaried,Waikato,670,31
2575,69,32830.76,Student,Auckland,709,10
2576,25,65833.15,Salaried,Auckland,645,92
2577,56,49816.6,Salaried,Auckland,637,29
2578,50,43664.5,Student,Auckland,550,27
2579,41,64530.37,Salaried,Bay of Plenty,745,21
2580,59,48007.87,Salaried,Canterbury,638,2
2581,42,33193.66,Salaried,Auckland,688,77
2582,43,191112.56,Salaried,Canterbury,697,14
2583,37,43511.25,Salaried,Canterbury,606,37
2584,53,19971.79,Student,Otago,636,34
2585,51,37088.25,Salaried,Otago,743,32
2586,30,30629.7,Salaried,Auckland,572,27
2587,22,78571.6,Salaried,Otago,799,7
2588,36,62613.97,Salaried,Auckland,598,12
2589,28,64823.32,Contractor,Auckland,567,27
2590,37,45866.48,Unemployed,Auckland,659,56
2591,53,47776.65,Unemployed,Auckland,805,20
2592,33,45847.73,Salaried,Bay of Plenty,516,8
2593,37,52232.65,Unemployed,Waikato,640,3
2594,39,78897.12,Salaried,Waikato,683,39
2595,48,63021.67,Salaried,Manawatu,652,20
2596,18,67849.74,Contractor,Wellington,677,5
2597,31,67832.83,Salaried,Auckland,600,40
2598,41,80660.08,Salaried,Canterbury,608,8
2599,52,61677.07,Unemployed,Otago,640,26
2600,32,63670.82,Contractor,Other,571,13
2601,18,92499.9,Salaried,Auckland,647,97
2602,45,40164.12,Contractor,Bay of Plenty,623,9
2603,30,36861.24,Student,Otago,617,20
2604,24,31771.83,Unemployed,Auckland,672,115
2605,31,58824.37,Salaried,Canterbury,523,14
2606,36,23525.04,Contractor,Auckland,634,37
2607,31,66700.61,Contractor,Wellington,812,14
2608,18,51578.65,Self-employed,Otago,574,4
2609,49,90272.47,Self-employed,Bay of Plenty,740,36
2610,53,40040.12,Salaried,Canterbury,654,89
2611,46,49439.59,Salaried,Bay of Plenty,608,22
2612,24,89768.69,Unemployed,Auckland,558,35
2613,36,100953.07,Salaried,Auckland,660,34
2614,38,39892.01,Salaried,Auckland,752,19
2615,45,58794.38,Contractor,Bay of Plenty,623,34
2616,46,61851.31,Salaried,Otago,644,11
2617,29,64096.44,Salaried,Canterbury,721,17
2618,39,48138.66,Salaried,Other,674,21
2619,43,96434.81,Self-employed,Waikato,540,72
2620,55,23147.3,Unemployed,Canterbury,657,15
2621,46,44823.66,Contractor,Canterbury,756,36
2622,47,66275.05,Salaried,Otago,647,9
2623,39,66552.82,Unemployed,Auckland,458,10
2624,55,99582.48,Salaried,Auckland,677,38
2625,43,92892.8,Salaried,Auckland,636,52
2626,28,47643.73,Salaried,Otago,522,22
2627,55,97240.45,Unemployed,Manawatu,532,15
2628,46,39288.27,Salaried,Auckland,718,87
2629,33,82363.64,Self-employed,Manawatu,599,5
2630,32,122361.51,Salaried,Canterbury,586,46
2631,42,93594.31,Salaried,Wellington,648,42
2632,44,56817.33,Unemployed,Bay of Plenty,605,42
2633,40,46662.66,Self-employed,Canterbury,657,99
2634,42,27231.62,Contractor,Wellington,636,47
2635,58,62301.63,Salaried,Auckland,566,13
2636,51,32798.97,Contractor,Auckland,614,16
2637,40,37914.52,Student,Canterbury,681,18
2638,49,31702.93,Salaried,Auckland,653,1
2639,26,44038.67,Salaried,Waikato,644,88
2640,43,53498.76,Unemployed,Canterbury,786,3
2641,60,61274.96,Student,Wellington,701,43
2642,35,41347.7,Salaried,Waikato,710,47
2643,28,87656.2,Self-employed,Other,638,67
2644,30,49330.98,Contractor,Auckland,665,29
2645,25,38006.97,Salaried,Canterbury,620,47
2646,29,59983.9,Self-employed,Otago,704,13
2647,34,131084.68,Unemployed,Auckland,642,49
2648,21,62995.73,Unemployed,Auckland,666,15
2649,38,46014.64,Student,Canterbury,661,84
2650,49,27245.47,Salaried,Canterbury,649,6
2651,27,49082.82,Unemployed,Auckland,850,14
2652,56,60217.46,Self-employed,Wellington,603,25
2653,44,45505.51,Salaried,Wellington,603,54
2654,50,25605.87,Self-employed,Wellington,699,50
2655,30,36947.22,Student,Waikato,608,9
2656,48,104249.5,Salaried,Bay of Plenty,630,6
2657,25,103290.48,Unemployed,Wellington,574,13
2658,49,36352.29,Unemployed,Wellington,684,24
2659,40,73331.13,Salaried,Waikato,685,28
2660,45,31877.07,Unemployed,Canterbury,628,20
2661,24,101919.88,Unemployed,Otago,700,39
2662,27,60497.43,Salaried,Wellington,520,20
2663,45,83061.67,Salaried,Canterbury,601,105
2664,27,25039.45,Salaried,Auckland,638,11
2665,44,73492.36,Salaried,Bay of Plenty,568,36
2666,22,53989.6,Contractor,Wellington,528,34
2667,48,79488.54,Salaried,Waikato,628,12
2668,23,81772.03,Unemployed,Wellington,699,19
2669,45,55804.13,Unemployed,Auckland,740,16
2670,46,41341.69,Salaried,Wellington,612,7
2671,30,76946.32,Salaried,Auckland,701,23
2672,45,52729.51,Salaried,Wellington,695,18
2673,41,36579.63,Salaried,Auckland,735,7
2674,32,35808.17,Salaried,Auckland,625,22
2675,26,27869.16,Salaried,Auckland,524,20
2676,18,43060.83,Salaried,Waikato,655,5
2677,42,88983.96,Salaried,Waikato,579,5
2678,19,58689.93,Unemployed,Auckland,599,38
2679,39,42685.07,Salaried,Wellington,629,44
2680,35,77822.45,Salaried,Wellington,626,102
2681,46,37249.19,Self-employed,Auckland,660,3
2682,34,56551.53,Salaried,Auckland,699,5
2683,34,49969.41,Salaried,Auckland,624,2
2684,47,76926.74,Self-employed,Otago,678,27
2685,42,26642.08,Self-employed,Bay of Plenty,651,35
2686,42,36953.33,Salaried,Wellington,715,19
2687,44,25920.5,Salaried,Waikato,637,58
2688,20,48203.24,Salaried,Wellington,644,42
2689,47,93446.31,Salaried,Auckland,624,153
2690,45,43154.79,Contractor,Bay of Plenty,639,5
2691,26,43053.22,Salaried,Auckland,595,2
2692,35,80199.78,Salaried,Waikato,588,12
2693,38,87627.25,Contractor,Canterbury,704,1
2694,36,52059.52,Unemployed,Waikato,574,97
2695,42,73726.8,Student,Wellington,628,13
2696,55,33368.59,Salaried,Waikato,721,29
2697,51,100718.87,Salaried,Auckland,625,14
2698,22,142474.43,Salaried,Auckland,708,10
2699,45,68497.13,Student,Otago,609,6
2700,54,21206.24,Student,Waikato,576,14
2701,43,42141.84,Salaried,Bay of Plenty,538,34
2702,51,71379.89,Salaried,Wellington,742,128
2703,62,44816.54,Salaried,Wellington,570,29
2704,50,96037.05,Salaried,Canterbury,702,27
2705,41,70591.91,Unemployed,Auckland,580,1
2706,51,39422.26,Salaried,Waikato,742,66
2707,40,54968.7,Salaried,Bay of Plenty,804,2
2708,38,36234.79,Student,Manawatu,532,85
2709,34,49903.02,Salaried,Wellington,574,28
2710,57,42210.87,Salaried,Wellington,704,7
2711,28,91917.14,Salaried,Bay of Plenty,686,22
2712,56,140393.63,Self-employed,Waikato,704,180
2713,44,28451.76,Salaried,Otago,610,13
2714,21,22800.84,Salaried,Canterbury,789,11
2715,42,48517.14,Salaried,Otago,658,5
2716,18,27356.6,Salaried,Auckland,565,33
2717,46,55314.77,Salaried,Waikato,632,3
2718,49,75888.56,Student,Auckland,566,52
2719,31,106124.04,Salaried,Waikato,761,91
2720,39,59315.6,Salaried,Canterbury,604,97
2721,61,49666.21,Self-employed,Auckland,684,4
2722,32,22241.76,Salaried,Canterbury,617,29
2723,25,54818.52,Salaried,Auckland,607,4
2724,56,55942.48,Contractor,Auckland,516,31
2725,62,72224.21,Salaried,Auckland,692,61
2726,38,39386.58,Self-employed,Wellington,741,28
2727,50,44543.71,Salaried,Auckland,586,74
2728,54,27858.66,Student,Auckland,542,58
2729,29,19320.43,Unemployed,Auckland,706,12
2730,32,32898.3,Salaried,Auckland,535,36
2731,53,26724.96,Salaried,Auckland,735,1
2732,58,63039.74,Salaried,Canterbury,587,18
2733,45,42909.12,Student,Canterbury,573,10
2734,27,42522.7,Salaried,Other,667,100
2735,62,34787.53,Self-employed,Auckland,577,19
2736,32,18000.0,Self-employed,Otago,601,38
2737,34,106802.84,Salaried,Wellington,675,47
2738,42,34540.17,Salaried,Wellington,480,53
2739,57,44999.69,Salaried,Auckland,765,48
2740,48,28149.88,Student,Auckland,653,12
2741,43,83898.97,Salaried,Wellington,559,42
2742,44,57788.38,Salaried,Bay of Plenty,579,29
2743,39,37351.77,Salaried,Otago,719,33
2744,45,45410.41,Salaried,Other,692,1
2745,18,115287.12,Salaried,Bay of Plenty,747,11
2746,34,52426.31,Student,Canterbury,602,96
2747,41,49922.14,Self-employed,Wellington,671,12
2748,24,35467.72,Contractor,Otago,680,21
2749,43,23096.55,Self-employed,Waikato,699,7
2750,36,50411.9,Self-employed,Auckland,729,5
2751,59,62722.05,Salaried,Waikato,600,8
2752,57,88859.61,Unemployed,Wellington,642,29
2753,32,19696.11,Salaried,Canterbury,607,90
2754,36,32653.48,Salaried,Otago,646,14
2755,37,41717.1,Salaried,Canterbury,699,14
2756,33,54091.57,Salaried,Manawatu,534,30
2757,40,50753.45,Salaried,Otago,728,16
2758,29,51289.44,Salaried,Auckland,570,87
2759,24,65097.62,Contractor,Auckland,628,17
2760,45,36080.87,Salaried,Wellington,737,24
2761,46,82484.33,Salaried,Otago,673,27
2762,28,65844.66,Unemployed,Auckland,674,55
2763,49,46914.19,Salaried,Waikato,567,30
2764,30,111347.21,Salaried,Wellington,577,10
2765,41,109140.05,Contractor,Waikato,716,5
2766,48,82438.09,Salaried,Auckland,609,100
2767,38,18000.0,Salaried,Auckland,615,58
2768,43,110252.15,Salaried,Auckland,717,1
2769,32,77469.64,Salaried,Canterbury,577,62
2770,36,133637.19,Salaried,Auckland,669,32
2771,36,94547.64,Salaried,Bay of Plenty,653,26
2772,29,110222.27,Salaried,Auckland,650,1
2773,36,80450.28,Salaried,Waikato,614,55
2774,19,99400.45,Unemployed,Manawatu,609,8
2775,32,132900.46,Salaried,Canterbury,575,47
2776,35,59721.64,Student,Auckland,684,1
2777,35,26702.07,Salaried,Bay of Plenty,603,57
2778,35,47176.1,Self-employed,Auckland,718,1
2779,37,64568.08,Salaried,Auckland,634,10
2780,44,56033.19,Salaried,Wellington,576,11
2781,48,30916.56,Salaried,Auckland,633,6
2782,30,26004.36,Student,Canterbury,621,24
2783,24,38811.69,Salaried,Canterbury,721,12
2784,25,77923.5,Salaried,Wellington,624,180
2785,32,110321.37,Salaried,Auckland,631,31
2786,34,81834.6,Salaried,Wellington,749,30
2787,29,87189.77,Self-employed,Auckland,686,9
2788,22,52241.53,Contractor,Auckland,766,19
2789,33,24737.19,Salaried,Auckland,738,5
2790,40,44141.28,Salaried,Canterbury,588,52
2791,45,48221.3,Salaried,Canterbury,719,14
2792,31,43318.12,Unemployed,Auckland,757,50
2793,33,55526.33,Salaried,Manawatu,757,17
2794,27,66081.16,Salaried,Auckland,719,162
2795,38,79527.4,Salaried,Waikato,718,7
2796,28,47803.11,Salaried,Auckland,629,1
2797,45,23001.35,Contractor,Waikato,591,33
2798,18,43595.32,Salaried,Wellington,625,110
2799,34,55252.54,Contractor,Canterbury,533,37
2800,42,93926.1,Salaried,Auckland,744,3
2801,40,41960.6,Self-employed,Wellington,630,28
2802,70,68230.34,Salaried,Bay of Plenty,740,86
2803,42,61730.88,Student,Bay of Plenty,564,1
2804,26,55257.27,Salaried,Auckland,726,7
2805,37,82350.52,Self-employed,Auckland,615,61
2806,18,40240.19,Contractor,Auckland,560,81
2807,37,41821.51,Salaried,Auckland,764,44
2808,28,53887.0,Salaried,Auckland,728,172
2809,49,40616.68,Unemployed,Auckland,665,3
2810,31,68091.35,Salaried,Waikato,652,28
2811,37,39303.29,Unemployed,Wellington,681,42
2812,30,59984.23,Salaried,Bay of Plenty,664,44
2813,59,51788.44,Salaried,Waikato,595,57
2814,34,59677.88,Salaried,Canterbury,621,90
2815,60,44051.57,Salaried,Wellington,787,16
2816,48,46509.43,Salaried,Manawatu,837,2
2817,44,56568.31,Salaried,Canterbury,759,16
2818,42,59333.75,Unemployed,Wellington,683,40
2819,43,54074.02,Contractor,Otago,626,9
2820,18,116705.98,Salaried,Auckland,594,60
2821,35,34688.67,Salaried,Canterbury,599,9
2822,48,52633.51,Self-employed,Auckland,611,1
2823,37,26685.27,Salaried,Bay of Plenty,801,26
2824,21,64051.11,Student,Bay of Plenty,776,47
2825,37,32798.53,Salaried,Wellington,702,15
2826,58,47799.02,Self-employed,Waikato,583,50
2827,53,45824.36,Self-employed,Bay of Plenty,713,21
2828,37,61475.93,Self-employed,Wellington,633,7
2829,49,42245.12,Salaried,Manawatu,499,3
2830,34,41444.58,Salaried,Wellington,670,45
2831,18,103376.75,Salaried,Otago,591,18
2832,27,61577.7,Self-employed,Canterbury,593,88
2833,57,42088.39,Salaried,Wellington,632,28
2834,35,48393.7,Contractor,Auckland,615,15
2835,35,113596.7,Salaried,Auckland,648,15
2836,34,48736.12,Salaried,Otago,644,5
2837,61,39728.56,Salaried,Wellington,519,32
2838,58,39805.16,Self-employed,Wellington,756,31
2839,65,42314.84,Student,Wellington,581,58
2840,36,41459.65,Contractor,Auckland,583,8
2841,42,30459.66,Unemployed,Wellington,627,12
