loan_id,customer_id,product_type,origination_date,principal_nzd,interest_rate_apr,term_months,channel,status
100840,6504,Auto,2025-03-04,42793.74,0.1082,48,Online,Active
100841,7893,Mortgage,2022-11-23,191678.39,0.0644,120,Partner,Active
100842,879,Personal,2025-10-27,32043.45,0.1978,36,Broker,Active
100843,5204,Personal,2022-02-26,46927.47,0.1483,36,Online,Active
100844,2955,Personal,2025-02-03,46494.17,0.151,24,Branch,Active
100845,7883,Personal,2024-06-12,52644.09,0.1674,24,Partner,Active
100846,3215,Auto,2022-01-04,52818.4,0.1344,24,Online,Active
100847,7939,Personal,2022-02-20,40833.07,0.223,24,Broker,Active
100848,6869,Personal,2025-03-09,25030.93,0.173,12,Broker,Active
100849,470,Auto,2023-09-13,94240.97,0.1102,36,Online,Active
100850,1422,Auto,2022-08-14,56146.63,0.1299,36,Online,Active
100851,6712,Personal,2025-11-02,62799.4,0.1834,12,Online,Active
100852,495,Personal,2022-11-30,9804.26,0.1723,12,Online,Active
100853,4723,Personal,2024-11-22,38654.79,0.1812,36,Online,Active
100854,926,Mortgage,2022-03-07,175301.8,0.0804,240,Online,Active
100855,2279,Mortgage,2024-02-10,200572.7,0.0735,240,Online,Active
100856,330,Personal,2023-03-19,68051.52,0.0836,36,Branch,Active
100857,5302,Personal,2024-03-23,36215.82,0.2294,36,Branch,Active
100858,103,Mortgage,2024-07-22,192243.78,0.0536,240,Branch,Active
100859,6897,Personal,2024-10-21,58901.42,0.1285,24,Partner,Active
100860,6042,Personal,2022-11-01,24152.67,0.1613,48,Online,Active
100861,4575,SME,2022-11-05,42786.56,0.1647,24,Broker,Active
100862,3344,Mortgage,2025-06-23,161579.97,0.0765,300,Online,Active
100863,4006,SME,2024-06-19,59477.28,0.1389,12,Broker,Active
100864,775,Personal,2024-12-09,87592.12,0.1771,12,Broker,Active
100865,6625,Personal,2023-03-21,17802.71,0.1972,12,Online,Active
100866,3585,Personal,2022-07-06,29423.02,0.0926,12,Branch,Active
100867,1689,Personal,2022-12-27,24750.58,0.1927,12,Broker,Active
100868,3680,Personal,2023-05-14,61925.72,0.1559,36,Branch,Active
100869,5862,Personal,2025-02-17,25479.86,0.1072,36,Online,Active
100870,7661,Auto,2023-06-15,26111.86,0.1179,36,Broker,Active
100871,1521,Mortgage,2022-07-02,253824.26,0.0597,240,Online,Active
100872,1854,Mortgage,2022-07-11,114452.75,0.0884,120,Broker,Active
100873,5811,Auto,2022-12-27,41849.58,0.1018,36,Broker,Active
100874,3309,Personal,2023-09-26,57512.2,0.1511,24,Broker,Active
100875,7008,Mortgage,2023-06-26,345886.42,0.0767,240,Partner,Active
100876,6814,Personal,2025-10-07,60870.83,0.1254,24,Broker,Active
100877,211,Auto,2024-09-27,47660.07,0.1204,48,Online,Active
100878,7285,Mortgage,2023-09-27,209876.22,0.0842,240,Branch,Active
100879,872,Auto,2024-11-22,80151.4,0.1042,36,Partner,Active
100880,3512,Auto,2022-01-26,56679.16,0.1147,24,Broker,Active
100881,2953,Mortgage,2024-07-18,295578.32,0.072,120,Branch,Active
100882,3398,Personal,2024-01-29,25623.89,0.1829,24,Branch,Active
100883,529,Personal,2022-03-09,32726.25,0.1908,48,Online,Active
100884,2626,Mortgage,2023-12-20,300258.69,0.0763,240,Partner,Active
100885,1650,SME,2022-05-28,34420.79,0.1768,18,Online,Active
100886,4491,Personal,2022-09-13,16852.7,0.1494,24,Partner,Active
100887,6719,Mortgage,2022-01-03,243325.24,0.0719,240,Broker,Active
100888,5186,Mortgage,2023-09-03,299637.04,0.0686,120,Broker,Active
100889,1644,Mortgage,2025-12-03,332176.64,0.0724,300,Branch,Active
100890,4354,Auto,2022-06-23,78581.42,0.1131,36,Partner,Active
100891,2530,Personal,2025-11-16,18456.16,0.1642,36,Branch,Active
100892,2094,SME,2025-04-13,99013.66,0.1832,24,Partner,Active
100893,6282,Personal,2023-04-09,30855.21,0.1566,24,Branch,Active
100894,410,Auto,2023-06-26,35771.32,0.092,36,Online,Active
100895,5638,SME,2025-04-07,30791.46,0.1529,24,Online,Active
100896,1922,Personal,2022-02-03,30460.24,0.2584,24,Online,Active
100897,6235,SME,2025-09-21,74184.17,0.1171,36,Branch,Active
100898,3536,Auto,2023-07-26,49761.38,0.1292,60,Broker,Active
100899,633,Personal,2024-04-25,34443.08,0.1845,36,Partner,Active
100900,1633,Personal,2023-02-28,41485.72,0.1906,12,Branch,Active
100901,977,Auto,2022-03-04,45323.89,0.1312,36,Broker,Active
100902,5830,Auto,2022-09-08,36204.28,0.1047,24,Partner,Active
100903,5784,SME,2023-03-19,90954.84,0.1414,18,Broker,Active
100904,477,Mortgage,2023-11-27,213532.66,0.0782,180,Branch,Active
100905,6683,Personal,2025-05-27,47284.05,0.2237,24,Online,Active
100906,5199,Personal,2025-06-05,31098.11,0.1259,36,Broker,Active
100907,3327,Personal,2024-07-22,54952.31,0.2099,12,Branch,Active
100908,2857,Mortgage,2023-02-05,161699.62,0.0834,180,Broker,Active
100909,297,Mortgage,2024-12-03,172050.72,0.0754,240,Online,Active
100910,387,Personal,2023-06-25,22880.77,0.221,36,Online,Active
100911,4805,Auto,2023-11-19,63288.61,0.0957,24,Branch,Active
100912,2024,Personal,2022-03-29,26830.33,0.1468,36,Branch,Active
100913,6241,Auto,2023-07-27,40888.1,0.1158,24,Partner,Active
100914,5943,Personal,2022-06-13,49633.5,0.0909,24,Broker,Active
100915,4128,SME,2024-10-12,35983.78,0.189,24,Broker,Active
100916,3791,Personal,2025-12-09,15097.6,0.1568,36,Branch,Active
100917,2542,Auto,2022-02-14,31286.92,0.1067,60,Online,Active
100918,2070,SME,2023-05-25,36266.2,0.1268,12,Broker,Active
100919,4371,Auto,2023-11-15,52530.37,0.143,48,Broker,Active
100920,2736,Personal,2025-06-04,30806.32,0.081,12,Broker,Active
100921,5830,Personal,2023-03-13,59677.77,0.1881,24,Online,Active
100922,1826,Personal,2023-07-19,37755.84,0.1704,24,Online,Active
100923,7157,Personal,2024-03-23,91173.22,0.1616,48,Partner,Active
100924,253,Personal,2024-02-08,18009.33,0.2187,48,Partner,Active
100925,5659,Personal,2026-01-27,55703.45,0.1106,12,Partner,Active
100926,5298,Personal,2025-12-14,39860.54,0.1778,36,Broker,Active
100927,664,Personal,2025-05-30,81432.89,0.1678,48,Broker,Active
100928,2570,Personal,2024-04-30,36270.1,0.1745,48,Broker,Active
100929,5843,Mortgage,2022-03-10,107467.88,0.0633,240,Partner,Active
100930,7605,Personal,2023-09-26,38821.15,0.2081,24,Broker,Active
100931,5838,Personal,2024-07-12,34258.93,0.1711,12,Online,Active
100932,5306,Personal,2023-06-24,11883.74,0.0685,48,Online,Active
100933,5130,Mortgage,2024-05-28,238139.18,0.0598,120,Partner,Active
100934,3700,Auto,2022-08-29,82124.0,0.1125,36,Branch,Active
100935,3947,Personal,2025-08-16,63490.51,0.0826,48,Branch,Active
100936,6304,Mortgage,2025-05-28,167154.21,0.0883,240,Broker,Active
100937,3663,Personal,2022-08-02,33645.67,0.07,36,Branch,Active
100938,4116,Personal,2022-05-08,49105.97,0.1416,48,Branch,Active
100939,5172,Personal,2024-08-08,36901.98,0.2235,24,Broker,Active
100940,2400,SME,2024-04-28,45301.64,0.1648,12,Partner,Active
100941,3458,Personal,2023-10-10,36386.11,0.1219,24,Partner,Active
100942,4353,SME,2023-02-05,72431.81,0.1529,24,Online,Active
100943,4407,Mortgage,2023-02-06,238235.71,0.0699,240,Online,Active
100944,3292,Personal,2024-04-08,71899.53,0.1977,12,Broker,Active
100945,6083,Personal,2024-05-30,36794.44,0.2155,24,Broker,Active
100946,6370,SME,2022-09-05,33920.68,0.0871,18,Online,Active
100947,195,Auto,2025-04-28,51559.87,0.1281,60,Broker,Active
100948,4049,Mortgage,2022-11-02,227525.92,0.0829,240,Online,Active
100949,7517,Personal,2025-09-25,42352.59,0.1637,48,Online,Active
100950,723,Personal,2025-10-01,45680.98,0.1769,12,Online,Active
100951,3867,SME,2025-03-04,63627.52,0.166,18,Online,Active
100952,5845,Personal,2025-04-03,43747.61,0.1181,12,Branch,Active
100953,1086,Personal,2024-01-23,19698.52,0.125,12,Partner,Active
100954,6959,Personal,2024-03-08,53318.63,0.1727,48,Online,Active
100955,4517,Mortgage,2023-03-08,275613.49,0.0702,240,Partner,Active
100956,1436,Mortgage,2022-12-25,220457.78,0.0678,240,Broker,Active
100957,6932,Mortgage,2022-02-20,200362.69,0.054,120,Broker,Active
100958,536,Personal,2023-04-21,36839.54,0.1905,12,Broker,Active
100959,1319,SME,2022-06-07,57757.55,0.1515,24,Broker,Active
100960,2868,Auto,2022-08-27,56057.86,0.1472,60,Online,Active
100961,6994,Personal,2024-02-14,31849.74,0.1625,36,Broker,Active
100962,2429,Mortgage,2022-04-08,118877.57,0.0734,180,Branch,Active
100963,3240,Auto,2025-04-29,46710.51,0.1103,48,Broker,Active
100964,3141,Personal,2022-02-01,54743.53,0.1234,12,Branch,Active
100965,2290,Personal,2024-07-25,56525.65,0.2169,12,Online,Active
100966,6507,Mortgage,2026-01-30,101130.28,0.0781,180,Online,Active
100967,6405,Mortgage,2024-01-27,207220.66,0.0588,240,Broker,Active
100968,5998,Personal,2025-11-02,13657.54,0.1944,24,Online,Active
100969,6628,Auto,2022-10-17,42994.38,0.1041,36,Online,Active
100970,3922,Personal,2025-12-28,16559.77,0.1471,24,Broker,Active
100971,7603,Personal,2023-04-17,71305.07,0.0711,36,Branch,Active
100972,6775,Personal,2023-09-29,20014.04,0.1258,12,Broker,Active
100973,1789,Personal,2022-09-08,30038.83,0.0977,24,Branch,Active
100974,1023,Mortgage,2024-02-12,173126.63,0.0628,240,Broker,Active
100975,2495,Mortgage,2022-05-05,200487.29,0.0559,180,Branch,Active
100976,2454,Auto,2022-04-01,37873.02,0.133,36,Broker,Active
100977,4100,Personal,2023-09-17,25615.77,0.1416,12,Partner,Active
100978,6628,Auto,2024-02-17,25762.32,0.0774,36,Online,Active
100979,6916,Mortgage,2024-01-07,150938.85,0.0872,120,Online,Active
100980,6057,Mortgage,2023-04-10,216437.49,0.0915,120,Online,Active
100981,2865,Personal,2026-01-02,24095.99,0.1511,12,Partner,Active
100982,4936,Personal,2026-01-11,37826.43,0.1955,24,Branch,Active
100983,2539,Personal,2025-08-25,18678.45,0.1569,12,Online,Active
100984,3712,Mortgage,2022-09-29,177122.36,0.0881,300,Branch,Active
100985,3493,Personal,2025-07-19,12476.49,0.1637,12,Online,Active
100986,3984,Personal,2023-07-16,32651.0,0.1388,36,Broker,Active
100987,1307,Auto,2025-08-24,60517.89,0.0956,36,Partner,Active
100988,3733,Mortgage,2023-04-26,172964.89,0.0562,180,Branch,Active
100989,7777,Personal,2024-08-05,49929.98,0.1754,36,Partner,Active
100990,1609,SME,2022-04-06,41633.35,0.1427,18,Branch,Active
100991,4028,Personal,2022-01-23,23965.26,0.0943,24,Partner,Active
100992,2395,Auto,2023-07-14,57230.81,0.1292,48,Online,Active
100993,830,Personal,2024-08-20,47546.15,0.1336,48,Broker,Active
100994,6643,Auto,2022-08-25,34376.94,0.1058,36,Online,Active
100995,758,Personal,2022-01-23,56503.07,0.1256,36,Online,Active
100996,3438,Personal,2023-11-11,47582.66,0.1772,24,Broker,Active
100997,7188,Auto,2023-01-23,65137.56,0.101,36,Broker,Active
100998,85,SME,2025-04-10,56188.96,0.1698,12,Broker,Active
100999,4057,Personal,2025-10-01,39522.89,0.1487,48,Online,Active
101000,817,Personal,2023-03-09,70182.85,0.1707,36,Broker,Active
101001,4759,Personal,2024-07-16,24196.99,0.17,48,Online,Active
101002,3546,Personal,2023-10-08,19326.34,0.2462,24,Online,Active
101003,804,SME,2025-01-29,33662.01,0.1724,36,Broker,Active
101004,4669,Personal,2025-04-09,17270.0,0.1452,24,Partner,Active
101005,6248,Personal,2022-11-24,42430.57,0.1617,24,Online,Active
101006,3848,Mortgage,2024-10-24,231841.83,0.0627,240,Partner,Active
101007,3391,Personal,2022-02-08,35136.15,0.0684,12,Online,Active
101008,648,Mortgage,2024-10-23,313713.08,0.0805,120,Online,Active
101009,877,Auto,2023-08-01,60608.13,0.1117,60,Online,Active
101010,5875,Personal,2025-12-24,26511.54,0.1657,12,Partner,Active
101011,781,Auto,2024-10-26,51467.02,0.1441,36,Branch,Active
101012,3141,Personal,2022-08-12,30944.46,0.1801,24,Online,Active
101013,5005,Personal,2024-11-07,60551.0,0.1997,24,Online,Active
101014,2772,Personal,2024-02-18,32287.34,0.1599,12,Broker,Active
101015,4405,Auto,2026-01-09,62234.91,0.0944,36,Online,Active
101016,646,Personal,2024-09-05,60979.86,0.1177,24,Partner,Active
101017,765,Personal,2023-09-12,24564.09,0.116,12,Branch,Active
101018,3933,Personal,2025-05-29,22605.96,0.1772,36,Online,Active
101019,1850,Personal,2022-05-26,51905.95,0.161,36,Online,Active
101020,761,Personal,2023-09-02,19049.66,0.1046,24,Broker,Active
101021,1037,Auto,2022-09-30,60175.83,0.124,48,Partner,Active
101022,313,Personal,2023-04-02,53658.81,0.1483,12,Broker,Active
101023,6794,Personal,2023-12-22,64879.66,0.1416,12,Broker,Active
101024,3576,Auto,2024-01-13,96884.26,0.1049,36,Online,Active
101025,5329,Personal,2024-09-10,54472.41,0.1828,48,Broker,Active
101026,7331,Personal,2024-06-09,18194.39,0.2125,12,Online,Active
101027,7415,Personal,2022-08-26,33873.45,0.1467,48,Branch,Active
101028,542,Personal,2025-05-27,15919.12,0.1703,36,Partner,Active
101029,7984,SME,2022-03-04,60438.2,0.172,24,Broker,Active
101030,4298,Personal,2026-01-14,31171.45,0.1628,24,Broker,Active
101031,3298,Auto,2024-07-02,67302.68,0.1025,60,Branch,Active
101032,2662,Auto,2022-01-22,28000.62,0.1042,24,Broker,Active
101033,2888,Personal,2025-10-22,34204.99,0.1868,36,Online,Active
101034,5160,Auto,2022-09-22,68076.36,0.1228,24,Online,Active
101035,7912,Auto,2024-10-03,50462.62,0.1116,48,Online,Active
101036,5443,Personal,2024-06-17,49888.67,0.1457,36,Partner,Active
101037,587,SME,2023-06-15,59780.22,0.1514,24,Branch,Active
101038,5999,Mortgage,2024-10-21,83377.34,0.0664,240,Online,Active
101039,3368,Auto,2023-12-22,64037.92,0.0957,48,Broker,Active
101040,1197,Personal,2024-02-25,18801.82,0.1808,24,Branch,Active
101041,2511,Personal,2024-06-02,37727.92,0.1707,24,Online,Active
101042,3309,SME,2025-08-04,39227.42,0.178,36,Branch,Active
101043,301,Mortgage,2024-04-22,176317.07,0.072,180,Branch,Active
101044,5573,Auto,2023-08-27,40786.34,0.0987,60,Broker,Active
101045,7044,Auto,2022-03-11,48671.06,0.1031,60,Partner,Active
101046,4074,Auto,2024-11-10,88071.24,0.1476,48,Online,Active
101047,3706,Personal,2024-09-23,42714.59,0.1572,24,Online,Active
101048,5543,Personal,2025-09-05,18332.91,0.2085,48,Online,Active
101049,810,Personal,2026-01-18,36109.99,0.103,12,Partner,Active
101050,2604,Auto,2022-02-11,107984.62,0.0954,60,Branch,Active
101051,5242,Mortgage,2025-04-08,273434.97,0.0687,240,Broker,Active
101052,5927,SME,2026-01-23,95765.23,0.205,36,Broker,Active
101053,990,Personal,2024-05-07,30585.48,0.1201,48,Broker,Active
101054,6849,Auto,2025-03-25,50990.7,0.1442,48,Broker,Active
101055,6495,Personal,2025-04-23,23717.27,0.1901,12,Broker,Active
101056,5925,Personal,2022-04-26,24002.44,0.1719,12,Broker,Active
101057,3489,Auto,2022-07-23,79507.75,0.0987,24,Online,Active
101058,3036,Personal,2022-01-02,68245.13,0.1235,48,Online,Active
101059,5326,Personal,2022-12-20,27795.56,0.1506,24,Online,Active
101060,6369,SME,2023-09-10,58877.94,0.1677,24,Online,Active
101061,4089,SME,2024-10-15,43123.35,0.1473,18,Online,Active
101062,1249,Mortgage,2023-12-09,274472.07,0.0827,300,Broker,Active
101063,6263,Personal,2025-07-10,67221.64,0.1918,24,Online,Active
101064,6379,Personal,2025-02-09,31634.94,0.1606,24,Online,Active
101065,601,Personal,2023-03-27,13539.8,0.2176,12,Branch,Active
101066,148,Personal,2023-03-16,55578.4,0.1982,12,Broker,Active
101067,1320,Auto,2022-06-12,40864.03,0.1377,60,Branch,Active
101068,3834,Personal,2024-11-06,49149.22,0.1215,36,Partner,Active
101069,1530,SME,2023-12-15,62517.83,0.1358,24,Online,Active
101070,4273,SME,2023-10-12,143747.96,0.1723,24,Online,Active
101071,2556,Personal,2022-06-16,54567.04,0.1568,48,Broker,Active
101072,89,Personal,2025-10-27,36884.1,0.2466,24,Online,Active
101073,1532,Personal,2025-05-02,84684.62,0.1184,24,Online,Active
101074,831,Personal,2022-05-30,64975.1,0.1532,48,Partner,Active
101075,3800,Personal,2025-12-26,74418.68,0.1742,24,Broker,Active
101076,5916,SME,2022-03-05,39950.01,0.1113,36,Broker,Active
101077,3623,Auto,2022-11-17,55132.51,0.0909,36,Partner,Active
101078,1938,Auto,2024-09-21,75808.19,0.1537,60,Partner,Active
101079,5565,SME,2023-12-12,55649.77,0.1577,36,Broker,Active
101080,4157,Personal,2024-03-17,16540.15,0.2351,36,Online,Active
101081,3492,Personal,2022-12-02,31262.27,0.1894,48,Branch,Active
101082,6490,Personal,2024-12-10,58858.81,0.1953,24,Online,Active
101083,5875,Mortgage,2025-11-04,156915.69,0.0915,180,Branch,Active
101084,4634,Auto,2022-12-15,50388.1,0.1476,48,Branch,Active
101085,2005,SME,2026-01-20,92544.96,0.1602,24,Online,Active
101086,2627,Mortgage,2025-10-30,205927.55,0.0596,120,Online,Active
101087,1277,Mortgage,2023-10-15,193795.67,0.083,120,Partner,Active
101088,3225,Personal,2022-02-16,24948.39,0.1514,24,Broker,Active
101089,1321,Personal,2022-04-07,25255.65,0.1699,24,Broker,Active
101090,3474,Personal,2022-01-27,36526.7,0.139,24,Broker,Active
101091,6474,Personal,2022-07-17,15716.65,0.1222,36,Partner,Active
101092,3320,Personal,2022-10-19,33725.76,0.1429,12,Branch,Active
101093,7852,SME,2025-12-11,145655.2,0.1982,24,Online,Active
101094,4348,Personal,2024-01-22,58042.23,0.1852,36,Broker,Active
101095,4121,Mortgage,2025-03-06,145465.12,0.08,120,Broker,Active
101096,6978,Auto,2024-12-13,87066.87,0.0927,48,Online,Active
101097,5472,Personal,2022-06-19,20865.68,0.173,48,Online,Active
101098,713,SME,2022-07-02,25989.22,0.1672,36,Partner,Active
101099,6889,Personal,2023-07-27,30557.42,0.1369,36,Partner,Active
101100,7987,Personal,2025-05-17,69766.47,0.1673,36,Broker,Active
101101,1019,Personal,2023-02-26,20814.6,0.03,36,Partner,Active
101102,673,Personal,2026-01-04,67557.2,0.1155,48,Partner,Active
101103,5077,Mortgage,2024-11-27,205898.07,0.0697,240,Online,Active
101104,3538,Mortgage,2023-01-17,183744.89,0.0728,240,Partner,Active
101105,7183,Auto,2025-07-05,32687.34,0.1137,24,Partner,Active
101106,3458,Auto,2025-11-25,92607.38,0.0927,36,Branch,Active
101107,5273,Auto,2022-07-28,41850.24,0.124,48,Broker,Active
101108,7752,SME,2022-01-26,20657.26,0.1658,18,Online,Active
101109,4726,Auto,2025-04-06,58613.86,0.1231,60,Online,Active
101110,5626,Mortgage,2024-12-30,225486.15,0.0581,240,Broker,Active
101111,7764,Mortgage,2024-05-23,196365.49,0.0886,180,Partner,Active
101112,2492,Personal,2025-03-12,38153.03,0.1447,36,Online,Active
101113,3789,SME,2023-02-06,80621.34,0.1661,24,Online,Active
101114,4347,Auto,2023-08-19,38373.53,0.1013,60,Broker,Active
101115,7279,Personal,2022-04-18,19689.96,0.1908,48,Broker,Active
101116,2618,Personal,2023-11-28,29209.19,0.1567,48,Online,Active
101117,6045,Personal,2025-11-07,19036.45,0.1089,36,Online,Active
101118,4855,SME,2023-07-14,55636.58,0.1623,24,Partner,Active
101119,5084,Personal,2024-11-16,20845.25,0.2128,48,Online,Active
101120,5,Auto,2022-05-23,44688.61,0.133,48,Online,Active
101121,2037,Personal,2025-05-05,73402.68,0.1536,24,Online,Active
101122,360,Auto,2024-05-14,35167.71,0.1393,60,Online,Active
101123,2494,Auto,2024-02-17,46830.6,0.1382,60,Branch,Active
101124,4604,Personal,2022-10-30,32856.61,0.1174,24,Online,Active
101125,6019,Personal,2022-01-15,31839.05,0.2062,24,Broker,Active
101126,2930,Personal,2022-02-05,25963.53,0.1329,24,Partner,Active
101127,791,Personal,2025-03-29,45661.86,0.2057,12,Branch,Active
101128,3808,Mortgage,2022-09-03,138601.43,0.0842,240,Online,Active
101129,6849,Personal,2024-06-18,12799.67,0.1706,24,Online,Active
101130,3909,Auto,2022-12-02,64700.13,0.1182,48,Broker,Active
101131,3220,Personal,2022-09-09,24802.83,0.1488,24,Broker,Active
101132,2450,Personal,2025-04-19,53873.27,0.1674,36,Broker,Active
101133,289,Personal,2022-06-21,36997.42,0.1675,36,Partner,Active
101134,79,Auto,2024-12-17,49001.5,0.1291,36,Partner,Active
101135,6842,Personal,2022-04-13,41010.09,0.1489,24,Branch,Active
101136,6934,Personal,2024-07-28,21276.9,0.2652,48,Broker,Active
101137,4136,SME,2022-07-04,64814.58,0.1394,36,Online,Active
101138,3563,Personal,2025-06-25,42243.91,0.065,24,Broker,Active
101139,2253,Personal,2023-05-07,13728.72,0.1626,24,Online,Active
101140,2635,Personal,2022-08-18,38446.11,0.1048,12,Online,Active
101141,3874,Mortgage,2022-02-25,154447.76,0.0754,240,Partner,Active
101142,6590,Personal,2022-03-21,27203.65,0.153,36,Branch,Active
101143,1191,Mortgage,2025-01-25,176399.97,0.065,240,Branch,Active
101144,4003,Mortgage,2024-08-26,195405.39,0.0701,240,Broker,Active
101145,996,Personal,2022-11-26,29175.93,0.161,36,Broker,Active
101146,1626,SME,2022-04-20,35892.88,0.192,24,Online,Active
101147,5137,Mortgage,2023-08-13,225274.71,0.0572,240,Online,Active
101148,5427,Personal,2025-08-16,49766.09,0.174,12,Online,Active
101149,3388,Auto,2023-01-07,90725.72,0.1199,60,Broker,Active
101150,5724,SME,2023-09-13,83125.68,0.2101,36,Broker,Active
101151,5474,Personal,2024-11-27,35704.92,0.1649,48,Online,Active
101152,3936,Personal,2025-01-25,25161.93,0.1875,12,Branch,Active
101153,5076,Personal,2023-10-28,83112.72,0.1717,12,Online,Active
101154,3051,Personal,2023-03-15,36419.35,0.1513,36,Broker,Active
101155,2648,Personal,2022-06-25,27599.5,0.2472,48,Online,Active
101156,4305,Personal,2024-05-01,17105.22,0.2426,36,Broker,Active
101157,580,Personal,2023-05-22,43844.78,0.1946,36,Broker,Active
101158,555,Personal,2025-01-25,10725.65,0.1273,48,Online,Active
101159,2129,Personal,2023-07-02,24334.05,0.1747,24,Branch,Active
101160,7302,Personal,2025-01-01,25361.86,0.1083,12,Branch,Active
101161,5316,Personal,2025-07-25,34124.27,0.161,48,Online,Active
101162,2477,Mortgage,2022-11-30,187808.27,0.0747,240,Branch,Active
101163,3078,Auto,2025-07-10,50005.82,0.101,48,Broker,Active
101164,3370,Personal,2025-09-24,21852.54,0.1698,12,Broker,Active
101165,7758,Personal,2025-01-20,36027.8,0.2,12,Branch,Active
101166,2089,Personal,2023-05-01,59255.95,0.1932,12,Partner,Active
101167,170,Auto,2024-02-23,44146.72,0.1467,36,Broker,Active
101168,6453,Personal,2024-02-11,32704.56,0.1998,36,Broker,Active
101169,7318,Auto,2022-07-14,60303.73,0.1274,48,Broker,Active
101170,4535,Personal,2023-12-07,40077.93,0.1399,48,Broker,Active
101171,6703,Personal,2023-07-20,35212.82,0.1483,24,Online,Active
101172,4197,Auto,2024-08-16,33421.12,0.1131,48,Branch,Active
101173,5787,Personal,2025-04-29,17171.96,0.1335,48,Broker,Active
101174,2922,Personal,2023-04-12,44632.11,0.1482,24,Partner,Active
101175,2580,Personal,2024-03-27,58238.16,0.2135,24,Online,Active
101176,3734,Personal,2023-07-20,31069.96,0.2269,48,Online,Active
101177,2980,Personal,2025-07-15,24065.52,0.1848,24,Broker,Active
101178,6481,Personal,2024-04-03,34563.56,0.1224,48,Partner,Active
101179,51,Personal,2025-12-04,28989.26,0.2052,36,Online,Active
101180,6531,Personal,2024-03-28,38608.5,0.217,48,Online,Active
101181,7385,SME,2023-07-23,105614.3,0.1476,24,Branch,Active
101182,5937,Mortgage,2023-09-03,76072.4,0.0589,300,Broker,Active
101183,1787,Personal,2022-07-18,27258.02,0.1665,36,Branch,Active
101184,5241,Personal,2022-08-10,16750.41,0.1802,24,Online,Active
101185,1030,Personal,2022-09-20,33230.66,0.1308,12,Broker,Active
101186,101,Personal,2024-09-08,59102.31,0.1979,36,Online,Active
101187,5501,Personal,2023-12-25,15598.37,0.1976,48,Online,Active
101188,193,SME,2022-04-03,102744.79,0.0896,24,Online,Active
101189,5282,Mortgage,2022-08-13,238475.07,0.0704,180,Partner,Active
101190,937,Mortgage,2024-07-24,182041.57,0.0584,120,Broker,Active
101191,606,Auto,2023-09-08,48977.84,0.1028,48,Partner,Active
101192,4929,Personal,2023-12-07,31050.74,0.1129,12,Partner,Active
101193,7168,Mortgage,2022-03-12,189193.23,0.0629,240,Partner,Active
101194,2548,Personal,2024-07-19,69070.32,0.1484,48,Branch,Active
101195,4830,Personal,2025-04-15,44870.58,0.1111,12,Online,Active
101196,7329,Mortgage,2022-03-06,325396.2,0.0702,120,Branch,Active
101197,6162,Personal,2025-02-23,31169.38,0.2638,24,Online,Active
101198,7443,Auto,2025-01-15,56999.17,0.145,48,Branch,Active
101199,6246,Personal,2024-07-09,64545.63,0.1799,48,Broker,Active
101200,5378,SME,2024-01-23,34453.03,0.2032,36,Branch,Active
101201,4412,Personal,2022-03-11,39072.7,0.1884,36,Online,Active
101202,1787,Auto,2023-11-09,25538.31,0.1381,48,Broker,Active
101203,2270,Personal,2025-01-19,36066.7,0.1574,12,Partner,Active
101204,4280,SME,2023-11-30,37470.33,0.128,18,Branch,Active
101205,1728,SME,2023-01-21,20119.38,0.1603,24,Branch,Active
101206,2632,Auto,2024-05-20,47582.36,0.1441,36,Broker,Active
101207,644,Personal,2022-11-18,75868.19,0.1681,36,Branch,Active
101208,6223,Personal,2024-12-04,22958.63,0.1896,24,Branch,Active
101209,6038,Personal,2023-08-13,77996.13,0.1586,36,Online,Active
101210,5118,Personal,2025-03-07,30311.17,0.186,24,Branch,Active
101211,1727,Personal,2025-09-03,42757.53,0.1779,36,Branch,Active
101212,119,SME,2024-12-31,145250.23,0.142,24,Online,Active
101213,6463,Auto,2022-03-22,31329.07,0.1352,48,Broker,Active
101214,1627,Auto,2023-11-01,48735.35,0.1635,48,Branch,Active
101215,4684,Mortgage,2023-12-09,94113.31,0.0896,180,Branch,Active
101216,396,SME,2025-11-07,60860.97,0.2029,36,Partner,Active
101217,2878,Mortgage,2023-08-21,113496.8,0.0635,240,Partner,Active
101218,3461,Personal,2025-04-09,30786.66,0.1809,24,Branch,Active
101219,2322,Auto,2022-03-02,61174.72,0.1268,36,Broker,Active
101220,1066,SME,2023-02-10,55747.98,0.132,36,Broker,Active
101221,3439,Personal,2025-04-11,65249.99,0.1218,24,Branch,Active
101222,2138,Mortgage,2022-09-23,227468.2,0.0615,300,Broker,Active
101223,7204,Auto,2022-02-15,50612.69,0.1206,60,Broker,Active
101224,5946,Personal,2025-03-23,38226.26,0.1541,24,Online,Active
101225,2846,Personal,2024-05-25,83672.43,0.1929,48,Broker,Active
101226,3829,Mortgage,2023-11-19,183162.72,0.0665,240,Broker,Active
101227,3153,Personal,2024-10-06,31259.31,0.141,24,Partner,Active
101228,4284,Personal,2025-09-07,45309.14,0.215,36,Partner,Active
101229,1989,Personal,2022-02-01,35440.51,0.1587,24,Branch,Active
101230,1712,Mortgage,2024-02-25,201103.09,0.0683,180,Partner,Active
101231,3106,Personal,2022-07-01,51469.21,0.2048,12,Online,Active
